customer_key,customer_id,customer_number,customer_name,customer_age,total_sales,total_quantity,total_order,total_products,last_order_date,lifespan,customer_segment,customer_age_group,recency,avg_order_value,avg_monthly_spend
458,11457,AW00011457,"Jaime Gutierrez",47,32844,40,3,9,2013-06-01,22,VIP,40-49,152,10948.0000,1492.9091
459,11458,AW00011458,"Bianca Liu",47,388,28,3,7,2014-01-18,9,New,40-49,144,129.3333,43.1111
460,11459,AW00011459,"Tasha Deng",47,32564,20,3,5,2013-06-18,22,VIP,40-49,151,10854.6667,1480.1818
461,11460,AW00011460,"Melvin Chande",42,32548,24,3,6,2013-06-10,22,VIP,40-49,152,10849.3333,1479.4545
462,11461,AW00011461,"Victor Jimenez",48,32356,16,3,4,2013-07-21,23,VIP,40-49,150,10785.3333,1406.7826
463,11462,AW00011462,"Laura Lin",48,32464,20,3,5,2013-07-25,24,VIP,40-49,150,10821.3333,1352.6667
464,11463,AW00011463,"Alisha Beck",48,192,16,3,4,2013-12-13,9,New,40-49,146,64.0000,21.3333
465,11464,AW00011464,"Alejandro Huang",48,32512,28,3,7,2013-07-01,23,VIP,40-49,151,10837.3333,1413.5652
466,11465,AW00011465,"Louis Luo",49,32632,16,3,4,2013-07-13,23,VIP,40-49,151,10877.3333,1418.7826
467,11466,AW00011466,"Grant Tang",49,360,28,3,7,2013-08-21,2,New,40-49,149,120.0000,180.0000
468,11467,AW00011467,"Arturo Zheng",50,224,20,3,4,2014-01-02,5,New,"Above 50",145,74.6667,44.8000
469,11468,AW00011468,"Jaclyn Andersen",45,27840,16,3,4,2013-08-21,24,VIP,40-49,149,9280.0000,1160.0000
470,11469,AW00011469,"Edwin Raji",47,100,8,1,2,2013-08-09,0,New,40-49,150,100.0000,100
471,11470,AW00011470,"Jay Suarez",46,17376,8,2,1,2013-02-21,12,New,40-49,155,8688.0000,1448.0000
472,11471,AW00011471,"Latasha Suarez",46,216,4,1,1,2013-05-17,0,New,40-49,152,216.0000,216
473,11472,AW00011472,"Kenneth Kumar",57,32660,24,3,6,2013-10-26,27,VIP,"Above 50",147,10886.6667,1209.6296
474,11473,AW00011473,"Grace Henderson",40,252,8,1,2,2013-06-02,0,New,40-49,152,252.0000,252
475,11474,AW00011474,"Melvin Xu",40,196,12,1,3,2013-09-26,0,New,40-49,148,196.0000,196
476,11475,AW00011475,"Cesar Subram",41,276,16,1,4,2013-04-23,0,New,40-49,153,276.0000,276
477,11476,AW00011476,"Erika Navarro",45,216,4,1,1,2013-11-01,0,New,40-49,147,216.0000,216
478,11477,AW00011477,"Tristan Hughes",41,140,4,1,1,2013-09-25,0,New,40-49,148,140.0000,140
479,11478,AW00011478,"Billy Hernandez",41,216,4,1,1,2013-04-19,0,New,40-49,153,216.0000,216
480,11479,AW00011479,"Darryl Wu",47,19880,36,3,9,2013-05-24,5,New,40-49,152,6626.6667,3976.0000
481,11480,AW00011480,"Colleen Ma",41,19740,28,3,6,2013-07-25,7,New,40-49,150,6580.0000,2820.0000
482,11481,AW00011481,"Erica Hu",47,19912,24,3,6,2013-04-21,14,VIP,40-49,153,6637.3333,1422.2857
483,11482,AW00011482,"Adrienne Torres",48,32572,20,3,5,2013-09-10,24,VIP,40-49,149,10857.3333,1357.1667
484,11483,AW00011483,"Calvin Chande",42,19864,16,3,3,2013-07-19,6,New,40-49,150,6621.3333,3310.6667
485,11484,AW00011484,"Erick Sai",42,19940,24,3,6,2013-03-30,14,VIP,40-49,154,6646.6667,1424.2857
486,11485,AW00011485,"Donald Chandra",48,28196,28,3,7,2013-09-12,23,VIP,40-49,149,9398.6667,1225.9130
487,11486,AW00011486,"Ariana Rogers",43,140,4,1,1,2013-11-24,0,New,40-49,146,140.0000,140
488,11487,AW00011487,"Morgan Jones",49,216,4,1,1,2013-12-15,0,New,40-49,145,216.0000,216
489,11488,AW00011488,"Jermaine Lopez",48,32360,20,3,5,2013-08-30,22,VIP,40-49,149,10786.6667,1470.9091
490,11489,AW00011489,"Deborah Goel",49,32508,28,3,7,2013-09-28,23,VIP,40-49,148,10836.0000,1413.3913
491,11490,AW00011490,"Danny Rubio",49,216,4,1,1,2013-04-04,0,New,40-49,154,216.0000,216
492,11491,AW00011491,"Andre Perez",43,32632,28,3,7,2013-09-07,22,VIP,40-49,149,10877.3333,1483.2727
493,11492,AW00011492,"Terrence Chander",43,17616,12,2,3,2013-02-19,12,New,40-49,155,8808.0000,1468.0000
494,11493,AW00011493,"Dawn Wu",49,27836,24,3,6,2013-09-12,21,VIP,40-49,149,9278.6667,1325.5238
495,11494,AW00011494,"Jimmy Gutierrez",50,27896,20,3,5,2013-09-30,21,VIP,"Above 50",148,9298.6667,1328.3810
496,11495,AW00011495,"Francis Jimenez",48,56,8,1,2,2013-10-26,0,New,40-49,147,56.0000,56
497,11496,AW00011496,"Gary Ortega",49,28056,28,3,7,2013-11-05,23,VIP,40-49,147,9352.0000,1219.8261
498,11497,AW00011497,"Katrina Nath",44,140,4,1,1,2013-11-04,0,New,40-49,147,140.0000,140
499,11498,AW00011498,"Arturo Sun",46,2240,120,16,18,2014-01-09,10,New,40-49,145,140.0000,224.0000
500,11499,AW00011499,"Pedro Vance",45,768,24,2,6,2013-06-29,2,New,40-49,151,384.0000,384.0000
501,11500,AW00011500,"Sarah Simmons",45,2612,120,16,23,2014-01-10,11,New,40-49,145,163.2500,237.4545
502,11501,AW00011501,"Brandy Chandra",45,3484,132,16,23,2014-01-22,9,New,40-49,144,217.7500,387.1111
503,11502,AW00011502,"Jared Peterson",45,4100,172,16,25,2014-01-27,11,New,40-49,144,256.2500,372.7273
504,11503,AW00011503,"Dennis Wu",89,244,12,2,3,2013-12-08,6,New,"Above 50",146,122.0000,40.6667
505,11504,AW00011504,"Jordan Baker",89,176,16,2,3,2013-05-03,0,New,"Above 50",153,88.0000,176
506,11505,AW00011505,"Jasmine Powell",54,3380,144,16,22,2013-12-24,10,New,"Above 50",145,211.2500,338.0000
507,11506,AW00011506,"Nicholas Brown",54,2992,144,16,24,2014-01-22,10,New,"Above 50",144,187.0000,299.2000
508,11507,AW00011507,"Isabella Russell",53,2604,124,16,20,2014-01-20,11,New,"Above 50",144,162.7500,236.7273
509,11508,AW00011508,"Elizabeth Wilson",54,308,16,2,4,2013-05-14,0,New,"Above 50",152,154.0000,308
510,11509,AW00011509,"Roger Harui",61,784,12,1,3,2013-07-29,0,New,"Above 50",150,784.0000,784
511,11510,AW00011510,"Seth Roberts",67,1028,64,5,14,2013-12-26,9,New,"Above 50",145,205.6000,114.2222
512,11511,AW00011511,"Caleb Perry",61,140,4,1,1,2013-03-13,0,New,"Above 50",155,140.0000,140
513,11512,AW00011512,"Natalie Campbell",49,9280,4,1,1,2013-12-28,0,New,40-49,145,9280.0000,9280
514,11513,AW00011513,"Alyssa Howard",60,3452,20,1,5,2013-06-08,0,New,"Above 50",152,3452.0000,3452
515,11514,AW00011514,"Dalton Diaz",60,160,8,1,2,2013-06-24,0,New,"Above 50",151,160.0000,160
516,11515,AW00011515,"Shannon Huang",66,23720,16,2,4,2013-04-20,19,VIP,"Above 50",153,11860.0000,1248.4211
517,11516,AW00011516,"Mya Gonzales",49,23660,20,2,5,2013-06-16,21,VIP,40-49,151,11830.0000,1126.6667
518,11517,AW00011517,"Katherine Bryant",66,404,20,2,5,2013-08-23,1,New,"Above 50",149,202.0000,404.0000
519,11518,AW00011518,"Edward Washington",65,328,24,2,6,2013-11-11,0,New,"Above 50",147,164.0000,328
520,11519,AW00011519,"Jerome Navarro",65,3024,144,16,20,2014-01-11,9,New,"Above 50",145,189.0000,336.0000
521,11520,AW00011520,"Jada Morgan",65,3288,128,16,24,2014-01-19,10,New,"Above 50",144,205.5000,328.8000
522,11521,AW00011521,"Ariana Peterson",48,176,16,2,3,2013-11-07,8,New,40-49,147,88.0000,22.0000
523,11522,AW00011522,"Christian Hughes",53,23552,16,2,4,2013-02-01,16,VIP,"Above 50",156,11776.0000,1472.0000
524,11523,AW00011523,"Lucas Taylor",64,9508,12,1,3,2013-02-15,0,New,"Above 50",155,9508.0000,9508
525,11524,AW00011524,"Alyssa Jackson",64,168,12,2,3,2013-10-17,1,New,"Above 50",147,84.0000,168.0000
526,11525,AW00011525,"Ariana Cook",64,23740,16,2,4,2013-02-22,17,VIP,"Above 50",155,11870.0000,1396.4706
527,11526,AW00011526,"Katherine Diaz",53,9508,12,1,3,2013-02-03,0,New,"Above 50",156,9508.0000,9508
528,11527,AW00011527,"Jenna Green",64,156,12,2,2,2013-11-01,8,New,"Above 50",147,78.0000,19.5000
529,11528,AW00011528,"Joan Washington",57,23836,24,2,6,2013-02-19,17,VIP,"Above 50",155,11918.0000,1402.1176
530,11529,AW00011529,"Austin Bryant",62,23776,24,2,6,2013-02-04,16,VIP,"Above 50",156,11888.0000,1486.0000
531,11530,AW00011530,"Andrew Martinez",63,2288,104,16,18,2013-12-30,11,New,"Above 50",145,143.0000,208.0000
532,11531,AW00011531,"Nina Yuan",63,23500,12,2,3,2013-02-08,17,VIP,"Above 50",156,11750.0000,1382.3529
533,11532,AW00011532,"Lauren Miller",63,176,16,2,3,2013-12-27,8,New,"Above 50",145,88.0000,22.0000
534,11533,AW00011533,"Ebony Gill",57,148,8,2,2,2014-01-10,7,New,"Above 50",145,74.0000,21.1429
535,11534,AW00011534,"Cameron Lewis",61,23676,16,2,4,2013-02-14,16,VIP,"Above 50",155,11838.0000,1479.7500
536,11535,AW00011535,"Devin Nelson",62,23676,24,2,6,2013-03-15,18,VIP,"Above 50",154,11838.0000,1315.3333
537,11536,AW00011536,"Logan Chow",56,23660,20,2,5,2013-03-21,17,VIP,"Above 50",154,11830.0000,1391.7647
538,11537,AW00011537,"Dakota Ross",62,23492,8,2,2,2013-03-24,18,VIP,"Above 50",154,11746.0000,1305.1111
539,11538,AW00011538,"Nicole Taylor",60,23580,12,2,3,2013-03-01,17,VIP,"Above 50",155,11790.0000,1387.0588
540,11539,AW00011539,"Justin Washington",55,23988,24,2,6,2013-03-25,18,VIP,"Above 50",154,11994.0000,1332.6667
541,11540,AW00011540,"Alberto Navarro",56,23832,20,2,5,2013-03-21,18,VIP,"Above 50",154,11916.0000,1324.0000
542,11541,AW00011541,"Aidan Ross",61,23892,20,2,5,2013-04-13,19,VIP,"Above 50",154,11946.0000,1257.4737
543,11542,AW00011542,"Alejandro Tang",46,136,12,1,3,2013-05-11,0,New,40-49,153,136.0000,136
544,11543,AW00011543,"Sheena Chande",52,216,4,1,1,2013-12-21,0,New,"Above 50",145,216.0000,216
545,11544,AW00011544,"Joel Garcia",46,356,8,1,2,2013-08-28,0,New,40-49,149,356.0000,356
546,11545,AW00011545,"Reginald Dominguez",52,216,4,1,1,2013-07-13,0,New,"Above 50",151,216.0000,216
547,11546,AW00011546,"Christine Chande",52,17840,20,2,4,2013-03-12,3,New,"Above 50",155,8920.0000,5946.6667
548,11547,AW00011547,"Cindy Sai",46,19904,20,3,4,2013-07-28,7,New,40-49,150,6634.6667,2843.4286
549,11548,AW00011548,"Raymond Sanchez",51,28272,36,3,8,2013-11-11,23,VIP,"Above 50",147,9424.0000,1229.2174
550,11549,AW00011549,"Crystal Liang",46,28096,36,3,8,2013-12-12,23,VIP,40-49,146,9365.3333,1221.5652
551,11550,AW00011550,"Deb Torres",46,20964,20,3,5,2013-03-16,13,VIP,40-49,154,6988.0000,1612.6154
552,11551,AW00011551,"Shannon Alvarez",NULL,216,4,1,1,2013-03-01,0,New,"Above 50",155,216.0000,216
553,11552,AW00011552,"Eddie Rubio",53,140,4,1,1,2014-01-06,0,New,"Above 50",145,140.0000,140
554,11553,AW00011553,"Sharon Luo",52,84,4,1,1,2013-08-22,0,New,"Above 50",149,84.0000,84
555,11554,AW00011554,"Sydney Simmons",93,140,4,1,1,2013-05-08,0,New,"Above 50",153,140.0000,140
556,11555,AW00011555,"Alexandria Henderson",88,140,4,1,1,2013-05-08,0,New,"Above 50",153,140.0000,140
557,11556,AW00011556,"Lucas Evans",53,84,4,1,1,2013-12-21,0,New,"Above 50",145,84.0000,84
558,11557,AW00011557,"Felicia Ramos",53,84,4,1,1,2013-08-08,0,New,"Above 50",150,84.0000,84
559,11558,AW00011558,"Ivan Malhotra",52,84,4,1,1,2013-11-30,0,New,"Above 50",146,84.0000,84
560,11559,AW00011559,"Frederick Subram",47,140,4,1,1,2013-11-29,0,New,40-49,146,140.0000,140
561,11560,AW00011560,"Whitney Srini",47,216,4,1,1,2013-12-03,0,New,40-49,146,216.0000,216
562,11561,AW00011561,"Briana Dominguez",54,17376,8,2,2,2013-03-11,12,New,"Above 50",155,8688.0000,1448.0000
563,11562,AW00011562,"Jarrod Gonzalez",NULL,340,8,1,2,2013-06-26,0,New,"Above 50",151,340.0000,340
564,11563,AW00011563,"Cesar Srini",54,216,4,1,1,2013-07-05,0,New,"Above 50",151,216.0000,216
565,11564,AW00011564,"Jorge Liang",54,17476,8,2,2,2013-03-18,13,VIP,"Above 50",154,8738.0000,1344.3077
566,11565,AW00011565,"Erik Diaz",54,140,4,1,1,2013-09-08,0,New,"Above 50",149,140.0000,140
567,11566,AW00011566,"April Shan",52,4008,232,25,15,2014-01-07,11,New,"Above 50",145,160.3200,364.3636
568,11567,AW00011567,"Carla Perez",47,216,4,1,1,2013-03-15,0,New,40-49,154,216.0000,216
569,11568,AW00011568,"Alexia Foster",53,27156,20,3,5,2013-09-20,20,VIP,"Above 50",148,9052.0000,1357.8000
570,11569,AW00011569,"Troy Malhotra",48,140,4,1,1,2013-11-20,0,New,40-49,146,140.0000,140
571,11570,AW00011570,"Kristin Andersen",54,17564,8,2,2,2013-03-14,11,New,"Above 50",154,8782.0000,1596.7273
572,11571,AW00011571,"Joel Sai",54,17560,16,2,4,2013-03-20,3,New,"Above 50",154,8780.0000,5853.3333
573,11572,AW00011572,"Billy Moreno",48,17800,24,2,6,2013-03-08,2,New,40-49,155,8900.0000,8900.0000
574,11573,AW00011573,"Meagan Subram",49,140,4,1,1,2013-07-27,0,New,40-49,150,140.0000,140
575,11574,AW00011574,"Karla Luo",55,140,4,1,1,2013-03-15,0,New,"Above 50",154,140.0000,140
576,11575,AW00011575,"Jackson Campbell",55,27224,28,3,7,2013-09-16,19,VIP,"Above 50",148,9074.6667,1432.8421
577,11576,AW00011576,"Micah Zhu",55,17944,12,2,3,2013-03-23,3,New,"Above 50",154,8972.0000,5981.3333
578,11577,AW00011577,"Janet Serrano",54,17376,8,2,1,2013-03-12,2,New,"Above 50",155,8688.0000,8688.0000
579,11578,AW00011578,"Trisha Huang",55,17624,16,2,4,2013-03-12,3,New,"Above 50",155,8812.0000,5874.6667
580,11579,AW00011579,"Clayton Beck",45,176,8,1,2,2013-07-31,0,New,40-49,150,176.0000,176
581,11580,AW00011580,"Melvin Raje",86,140,4,1,1,2013-04-16,0,New,"Above 50",153,140.0000,140
582,11581,AW00011581,"Cindy Jordan",NULL,948,44,5,9,2013-11-22,9,New,"Above 50",146,189.6000,105.3333
583,11582,AW00011582,"Claudia Ma",51,17516,12,2,3,2013-03-23,3,New,"Above 50",154,8758.0000,5838.6667
584,11583,AW00011583,"Karla Xu",54,17524,16,2,4,2013-04-08,3,New,"Above 50",154,8762.0000,5841.3333
585,11584,AW00011584,"Devin Carter",54,36,4,1,1,2013-09-16,0,New,"Above 50",148,36.0000,36
586,11585,AW00011585,"Kari Perez",49,200,4,1,1,2014-01-10,0,New,40-49,145,200.0000,200
587,11586,AW00011586,"Alberto Romero",54,36,4,1,1,2013-10-28,0,New,"Above 50",147,36.0000,36
588,11587,AW00011587,"Kevin Bryant",50,18160,20,2,5,2013-04-09,4,New,"Above 50",154,9080.0000,4540.0000
589,11588,AW00011588,"Candace Mehta",56,17476,8,2,2,2013-05-12,5,New,"Above 50",153,8738.0000,3495.2000
590,11589,AW00011589,"Ebony Malhotra",50,60,8,1,2,2013-06-04,0,New,"Above 50",152,60.0000,60
591,11590,AW00011590,"Erika Diaz",45,17536,16,2,4,2013-05-23,5,New,40-49,152,8768.0000,3507.2000
592,11591,AW00011591,"Stacey Lu",57,23580,12,2,3,2013-05-23,28,VIP,"Above 50",152,11790.0000,842.1429
593,11592,AW00011592,"Darrell Raji",41,23500,12,2,3,2013-05-12,28,VIP,40-49,153,11750.0000,839.2857
594,11593,AW00011593,"Armando Moreno",43,23632,12,2,3,2013-06-19,28,VIP,40-49,151,11816.0000,844.0000
595,11594,AW00011594,"Corey Goel",40,356,8,1,2,2013-08-17,0,New,40-49,149,356.0000,356
596,11595,AW00011595,"Sebastian Howard",41,140,4,1,1,2013-12-30,0,New,40-49,145,140.0000,140
597,11596,AW00011596,"Roger Raje",56,200,12,1,3,2013-10-01,0,New,"Above 50",148,200.0000,200
598,11597,AW00011597,"Janelle Chandra",42,140,4,1,1,2014-01-05,0,New,40-49,145,140.0000,140
599,11598,AW00011598,"Meredith Ruiz",42,18192,20,2,4,2013-03-24,12,New,40-49,154,9096.0000,1516.0000
600,11599,AW00011599,"Melody Diaz",42,23828,24,2,6,2013-06-12,28,VIP,40-49,152,11914.0000,851.0000
601,11600,AW00011600,"Linda Rubio",43,140,4,1,1,2013-05-06,0,New,40-49,153,140.0000,140
602,11601,AW00011601,"Ivan Raman",42,23728,24,2,6,2013-06-07,28,VIP,40-49,152,11864.0000,847.4286
603,11602,AW00011602,"Larry Gill",43,140,4,1,1,2013-07-10,0,New,40-49,151,140.0000,140
604,11603,AW00011603,"Geoffrey Gonzalez",43,27068,20,3,5,2013-10-08,20,VIP,40-49,148,9022.6667,1353.4000
605,11604,AW00011604,"Edgar Sanchez",43,27144,28,3,7,2013-10-16,21,VIP,40-49,147,9048.0000,1292.5714
606,11605,AW00011605,"Heidi Subram",43,17376,8,2,2,2013-02-28,11,New,40-49,155,8688.0000,1579.6364
607,11606,AW00011606,"Melody Ramos",40,23688,20,2,5,2013-06-28,29,VIP,40-49,151,11844.0000,816.8276
608,11607,AW00011607,"Clinton Moreno",39,23652,16,2,4,2013-06-10,28,VIP,30-39,152,11826.0000,844.7143
609,11608,AW00011608,"Cesar Madan",44,140,4,1,1,2013-12-13,0,New,40-49,146,140.0000,140
610,11609,AW00011609,"Eugene Ye",44,27488,36,3,9,2013-11-23,21,VIP,40-49,146,9162.6667,1308.9524
611,11610,AW00011610,"Blake Collins",45,27144,24,3,6,2013-11-01,21,VIP,40-49,147,9048.0000,1292.5714
612,11611,AW00011611,"Ernest Lin",40,23492,8,2,2,2013-06-29,29,VIP,40-49,151,11746.0000,810.0690
613,11612,AW00011612,"Keith Andersen",40,27180,24,3,6,2013-11-18,21,VIP,40-49,146,9060.0000,1294.2857
614,11613,AW00011613,"Meredith Prasad",44,17524,16,2,4,2013-04-24,11,New,40-49,153,8762.0000,1593.0909
615,11614,AW00011614,"Katrina Sharma",45,17752,20,2,5,2013-04-05,10,New,40-49,154,8876.0000,1775.2000
616,11615,AW00011615,"Dwayne Navarro",44,20820,28,3,6,2013-04-13,13,VIP,40-49,154,6940.0000,1601.5385
617,11616,AW00011616,"Casey Nath",45,21012,40,3,10,2013-04-15,14,VIP,40-49,153,7004.0000,1500.8571
618,11617,AW00011617,"Sean Brooks",61,23740,16,2,4,2013-04-07,18,VIP,"Above 50",154,11870.0000,1318.8889
619,11618,AW00011618,"Brian Ramirez",61,9480,16,1,4,2013-02-09,0,New,"Above 50",156,9480.0000,9480
620,11619,AW00011619,"Sierra Young",47,2532,116,16,18,2013-12-02,9,New,40-49,146,158.2500,281.3333
621,11620,AW00011620,"Megan Rodriguez",47,176,16,2,3,2013-07-27,5,New,40-49,150,88.0000,35.2000
622,11621,AW00011621,"Leah She",47,492,24,2,6,2013-10-30,2,New,40-49,147,246.0000,246.0000
623,11622,AW00011622,"Gabriel Allen",46,532,20,2,5,2013-06-15,2,New,40-49,151,266.0000,266.0000
624,11623,AW00011623,"Angela Perry",47,23792,20,2,5,2013-04-26,19,VIP,40-49,153,11896.0000,1252.2105
625,11624,AW00011624,"Ryan Smith",41,23592,8,2,2,2013-04-24,19,VIP,40-49,153,11796.0000,1241.6842
626,11625,AW00011625,"Zachary Moore",47,23652,16,2,4,2013-04-23,18,VIP,40-49,153,11826.0000,1314.0000
627,11626,AW00011626,"Destiny Rogers",47,23836,16,2,4,2013-04-07,19,VIP,40-49,154,11918.0000,1254.5263
628,11627,AW00011627,"Dalton Gray",47,200,16,2,4,2013-11-09,2,New,40-49,147,100.0000,100.0000
629,11628,AW00011628,"Mariah Wood",48,23500,12,2,3,2013-03-31,18,VIP,40-49,154,11750.0000,1305.5556
630,11629,AW00011629,"Isaiah Wright",49,23720,16,2,4,2013-04-18,18,VIP,40-49,153,11860.0000,1317.7778
631,11630,AW00011630,"Haley Powell",48,23732,12,2,3,2013-04-27,19,VIP,40-49,153,11866.0000,1249.0526
632,11631,AW00011631,"Antonio Bennett",49,2824,132,16,22,2013-12-25,10,New,40-49,145,176.5000,282.4000
633,11632,AW00011632,"Alexandra Jenkins",43,4004,136,16,23,2014-01-03,11,New,40-49,145,250.2500,364.0000
634,11633,AW00011633,"Thomas Anderson",48,308,16,2,4,2014-01-14,2,New,40-49,144,154.0000,154.0000
635,11634,AW00011634,"Samuel Collins",48,156,12,2,2,2013-04-26,1,New,40-49,153,78.0000,156.0000
636,11635,AW00011635,"Darrell Chande",42,168,12,2,3,2013-09-21,7,New,40-49,148,84.0000,24.0000
637,11636,AW00011636,"Kimberly Cox",47,308,16,2,4,2014-01-18,4,New,40-49,144,154.0000,77.0000
638,11637,AW00011637,"Morgan Hernandez",42,156,12,2,2,2013-02-15,0,New,40-49,155,78.0000,156
639,11638,AW00011638,"Antonio Powell",48,308,16,2,4,2013-10-19,0,New,40-49,147,154.0000,308
640,11639,AW00011639,"Angelica Perry",47,508,20,2,5,2014-01-08,1,New,40-49,145,254.0000,508.0000
641,11640,AW00011640,"Chloe Wilson",50,1632,60,5,14,2013-12-29,9,New,"Above 50",145,326.4000,181.3333
642,11641,AW00011641,"James Chen",50,1208,44,5,10,2013-08-18,6,New,"Above 50",149,241.6000,201.3333
643,11642,AW00011642,"Morgan Hughes",49,1924,60,5,14,2014-01-24,11,New,40-49,144,384.8000,174.9091
644,11643,AW00011643,"Naomi Munoz",50,400,20,2,5,2013-07-04,2,New,"Above 50",151,200.0000,200.0000
645,11644,AW00011644,"Charles Torres",50,168,12,2,3,2014-01-05,7,New,"Above 50",145,84.0000,24.0000
646,11645,AW00011645,"Gabriella Turner",50,612,20,2,5,2014-01-03,1,New,"Above 50",145,306.0000,612.0000
647,11646,AW00011646,"Anna Foster",45,452,12,2,3,2013-07-25,0,New,40-49,150,226.0000,452
648,11647,AW00011647,"Randy Wu",50,9464,20,1,5,2013-02-15,0,New,"Above 50",155,9464.0000,9464
649,11648,AW00011648,"Kevin Scott",45,356,8,2,2,2013-09-02,0,New,40-49,149,178.0000,356
650,11649,AW00011649,"Ian White",46,364,12,2,3,2013-04-23,0,New,40-49,153,182.0000,364
651,11650,AW00011650,"Caleb Hayes",51,516,16,2,4,2013-12-17,10,New,"Above 50",145,258.0000,51.6000
652,11651,AW00011651,"Patricia Garcia",43,904,32,5,7,2013-10-18,7,New,40-49,147,180.8000,129.1429
653,11652,AW00011652,"Samuel Russell",43,1240,56,5,11,2013-12-18,5,New,40-49,145,248.0000,248.0000
654,11653,AW00011653,"Sydney Peterson",43,716,20,2,5,2013-10-12,5,New,40-49,148,358.0000,143.2000
655,11654,AW00011654,"Ariana Sanchez",48,23820,16,2,4,2013-04-24,18,VIP,40-49,153,11910.0000,1323.3333
656,11655,AW00011655,"Tamara Sharma",43,200,16,2,4,2013-12-02,2,New,40-49,146,100.0000,100.0000
657,11656,AW00011656,"Katelyn Perez",48,308,16,2,4,2014-01-12,4,New,40-49,145,154.0000,77.0000
658,11657,AW00011657,"Megan Cox",49,716,20,2,5,2014-01-28,8,New,40-49,144,358.0000,89.5000
659,11658,AW00011658,"Robert Mitchell",40,448,20,2,5,2013-07-24,3,New,40-49,150,224.0000,149.3333
660,11659,AW00011659,"Miguel Adams",51,936,40,5,9,2014-01-06,7,New,"Above 50",145,187.2000,133.7143
661,11660,AW00011660,"Miranda Gonzales",46,1292,60,5,11,2013-08-16,3,New,40-49,149,258.4000,430.6667
662,11661,AW00011661,"Jeremiah James",45,1148,44,5,10,2013-12-14,8,New,40-49,145,229.6000,143.5000
663,11662,AW00011662,"Ethan Kumar",50,400,16,2,4,2013-07-06,2,New,"Above 50",151,200.0000,200.0000
664,11663,AW00011663,"Seth Williams",50,23792,20,2,5,2013-02-15,15,VIP,"Above 50",155,11896.0000,1586.1333
665,11664,AW00011664,"Alyssa Morgan",50,23792,20,2,5,2013-02-21,15,VIP,"Above 50",155,11896.0000,1586.1333
666,11665,AW00011665,"Janet Dominguez",49,23720,16,2,4,2013-02-14,16,VIP,40-49,155,11860.0000,1482.5000
667,11666,AW00011666,"Angel Baker",44,23792,20,2,5,2013-02-07,15,VIP,40-49,156,11896.0000,1586.1333
668,11667,AW00011667,"Blake Moore",53,364,12,2,3,2013-12-19,5,New,"Above 50",145,182.0000,72.8000
669,11668,AW00011668,"Jada Collins",41,516,16,2,4,2014-01-04,0,New,40-49,145,258.0000,516
670,11669,AW00011669,"Isabella Simmons",47,452,24,2,6,2013-08-19,0,New,40-49,149,226.0000,452
671,11670,AW00011670,"Jacqueline Perry",52,400,16,2,4,2013-09-18,5,New,"Above 50",148,200.0000,80.0000
672,11671,AW00011671,"Jessica Brown",54,23880,16,2,4,2013-04-08,17,VIP,"Above 50",154,11940.0000,1404.7059
673,11672,AW00011672,"Chad Jai",53,452,12,2,3,2013-09-18,1,New,"Above 50",148,226.0000,452.0000
674,11673,AW00011673,"Susan Ye",49,768,24,2,6,2013-03-03,1,New,40-49,155,384.0000,768.0000
675,11674,AW00011674,"Morgan Rogers",53,384,16,2,4,2013-08-18,2,New,"Above 50",149,192.0000,192.0000
676,11675,AW00011675,"Devin Martinez",49,23592,8,2,2,2013-02-09,15,VIP,40-49,156,11796.0000,1572.8000
677,11676,AW00011676,"Alan Hu",54,364,12,2,3,2013-12-09,3,New,"Above 50",146,182.0000,121.3333
678,11677,AW00011677,"Charles Walker",45,1188,40,5,10,2013-11-30,7,New,40-49,146,237.6000,169.7143
679,11678,AW00011678,"Johnny Chavez",51,23600,12,2,3,2013-02-05,15,VIP,"Above 50",156,11800.0000,1573.3333
680,11679,AW00011679,"Dalton Richardson",51,584,16,2,4,2013-11-29,1,New,"Above 50",146,292.0000,584.0000
681,11680,AW00011680,"Kaylee Nelson",50,376,12,2,3,2014-01-19,4,New,"Above 50",144,188.0000,94.0000
682,11681,AW00011681,"Abigail Jones",51,552,20,2,5,2013-11-25,8,New,"Above 50",146,276.0000,69.0000
683,11682,AW00011682,"Kaitlyn Hall",45,1012,16,2,4,2013-12-09,3,New,40-49,146,506.0000,337.3333
684,11683,AW00011683,"Greg Taylor",51,23588,20,2,5,2013-02-07,16,VIP,"Above 50",156,11794.0000,1474.2500
685,11684,AW00011684,"Devin Parker",54,376,12,2,3,2013-12-12,5,New,"Above 50",146,188.0000,75.2000
686,11685,AW00011685,"Jose Griffin",55,444,20,2,5,2013-12-13,9,New,"Above 50",146,222.0000,49.3333
687,11686,AW00011686,"Luke Edwards",49,516,16,2,4,2013-04-24,1,New,40-49,153,258.0000,516.0000
688,11687,AW00011687,"Cody Torres",49,392,12,2,3,2013-06-21,2,New,40-49,151,196.0000,196.0000
689,11688,AW00011688,"Victoria Morris",49,23868,20,2,5,2013-02-14,16,VIP,40-49,155,11934.0000,1491.7500
690,11689,AW00011689,"Ian Diaz",54,356,8,2,2,2013-09-02,0,New,"Above 50",149,178.0000,356
691,11690,AW00011690,"Caroline Butler",50,23616,16,2,4,2013-04-26,18,VIP,"Above 50",153,11808.0000,1312.0000
